name,id,stream_url
beIN SPORTS 4 Turkey,67,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk55SXNJblJ6SWpveE56Z3dNRFk0TURZek56RTJmUQ
BeIN Sports HD Qatar,578,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU56Z2lMQ0owY3lJNk1UYzRNREEyT0RBMk5qazFObjA
BeIN SPORTS USA,425,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME1qVWlMQ0owY3lJNk1UYzRNREEyT0RBd09Ea3pOWDA
beIN SPORTS en Español,372,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek56SWlMQ0owY3lJNk1UYzRNREEyT0RBM016TXdNWDA
beIN SPORTS Australia 1,491,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9URWlMQ0owY3lJNk1UYzRNREEyT0RBM05qTXpNMzA
beIN SPORTS Australia 2,492,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9USWlMQ0owY3lJNk1UYzRNREEyT0RBM09USXhPSDA
beIN SPORTS Australia 3,493,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9UTWlMQ0owY3lJNk1UYzRNREEyT0RBNE1qVXdNMzA
Barca TV Spain,522,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU1qSWlMQ0owY3lJNk1UYzRNREEyT0RBNE5qZ3hNMzA
Benfica TV PT,380,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek9EQWlMQ0owY3lJNk1UYzRNREEyT0RBNU1EQTVNMzA
Boomerang,648,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk5EZ2lMQ0owY3lJNk1UYzRNREEyT0RBNU16RTBOSDA
BNT 1 Bulgaria,476,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME56WWlMQ0owY3lJNk1UYzRNREEyT0RBNU5qQXdOWDA
BNT 2 Bulgaria,477,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME56Y2lMQ0owY3lJNk1UYzRNREEyT0RBNU9UTTRObjA
BNT 3 Bulgaria,478,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME56Z2lMQ0owY3lJNk1UYzRNREEyT0RFd016QTRNbjA
BR Fernsehen DE,737,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJM016Y2lMQ0owY3lJNk1UYzRNREEyT0RFd05qTTFNbjA
bTV Bulgaria,479,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME56a2lMQ0owY3lJNk1UYzRNREEyT0RFd09UVXpNSDA
bTV Action Bulgaria,481,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9ERWlMQ0owY3lJNk1UYzRNREEyT0RFeE1qa3dOMzA
bTV Lady Bulgaria,484,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9EUWlMQ0owY3lJNk1UYzRNREEyT0RFeE5qUTJOSDA
BBC America (BBCA),305,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek1EVWlMQ0owY3lJNk1UYzRNREEyT0RFeE9USTJObjA
BET USA,306,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek1EWWlMQ0owY3lJNk1UYzRNREEyT0RFeU1qYzBOMzA
Bravo USA,307,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek1EY2lMQ0owY3lJNk1UYzRNREEyT0RFeU5Ua3pPSDA
BBC News Channel HD,349,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5Ea2lMQ0owY3lJNk1UYzRNREEyT0RFeU9EYzRNMzA
BBC One UK,356,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5UWWlMQ0owY3lJNk1UYzRNREEyT0RFek1qQTBPWDA
BBC Two UK,357,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5UY2lMQ0owY3lJNk1UYzRNREEyT0RFek5URTVNWDA
BBC Three UK,358,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5UZ2lMQ0owY3lJNk1UYzRNREEyT0RFek9ESXlNSDA
BBC Four UK,359,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5Ua2lMQ0owY3lJNk1UYzRNREEyT0RFME1EazNPWDA
BIG TEN Network (BTN USA),397,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek9UY2lMQ0owY3lJNk1UYzRNREEyT0RFME16ZzJNWDA
beIN Sports 1 Malaysia,712,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJM01USWlMQ0owY3lJNk1UYzRNREEyT0RFME9EQXlObjA
beIN Sports 2 Malaysia,713,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJM01UTWlMQ0owY3lJNk1UYzRNREEyT0RFMU1EYzFPWDA
beIN Sports 3 Malaysia,714,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJM01UUWlMQ0owY3lJNk1UYzRNREEyT0RFMU16ZzJPSDA
BFM TV France,957,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJNU5UY2lMQ0owY3lJNk1UYzRNREEyT0RFMU56RTBOSDA
bein Sports 5 Turkey,1010,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeE1ERXdJaXdpZEhNaU9qRTNPREF3TmpneE5qQXlPVGg5
Bandsports Brasil,275,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeU56VWlMQ0owY3lJNk1UYzRNREEyT0RFMk16Y3dOSDA
Canal+ MotoGP France,271,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeU56RWlMQ0owY3lJNk1UYzRNREEyT0RFMk5qazVNSDA
Canal+ Formula 1,273,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeU56TWlMQ0owY3lJNk1UYzRNREEyT0RFM01ERTFNWDA
CW PIX 11 USA,280,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeU9EQWlMQ0owY3lJNk1UYzRNREEyT0RFM016TTFNWDA
CBS USA,52,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU1pSXNJblJ6SWpveE56Z3dNRFk0TVRjMk1qQTJmUQ
Court TV USA,281,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeU9ERWlMQ0owY3lJNk1UYzRNREEyT0RFM09UVTVPSDA
CW USA,300,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek1EQWlMQ0owY3lJNk1UYzRNREEyT0RFNE1qZzFOSDA
CNBC USA,309,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek1Ea2lMQ0owY3lJNk1UYzRNREEyT0RFNE5qQXhNSDA
Comedy Central,310,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek1UQWlMQ0owY3lJNk1UYzRNREEyT0RFNE9UTTNPSDA
Cartoon Network,339,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek16a2lMQ0owY3lJNk1UYzRNREEyT0RFNU1qUTNOMzA
CNN USA,345,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5EVWlMQ0owY3lJNk1UYzRNREEyT0RFNU5UVTVOMzA
Cinemax USA,374,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek56UWlMQ0owY3lJNk1UYzRNREEyT0RFNU9EYzFNSDA
Cuatro Spain,535,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU16VWlMQ0owY3lJNk1UYzRNREEyT0RJd01qSXhPWDA
Channel 4 UK,354,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5UUWlMQ0owY3lJNk1UYzRNREEyT0RJd05UYzROSDA
Channel 5 UK,355,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek5UVWlMQ0owY3lJNk1UYzRNREEyT0RJd09URTRNbjA
CBS Sports Network (CBSSN),308,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJek1EZ2lMQ0owY3lJNk1UYzRNREEyT0RJeE1qYzNNWDA
Canal+ France,121,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeE1qRWlMQ0owY3lJNk1UYzRNREEyT0RJeE56WTVOMzA
Canal+ Sport France,122,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeE1qSWlMQ0owY3lJNk1UYzRNREEyT0RJeU1EY3hOSDA
Canal+ Foot France,463,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME5qTWlMQ0owY3lJNk1UYzRNREEyT0RJeU5ESTBNMzA
Canal+ Sport360,464,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME5qUWlMQ0owY3lJNk1UYzRNREEyT0RJeU9UUTBPWDA
Canal 11 Portugal,540,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5EQWlMQ0owY3lJNk1UYzRNREEyT0RJek1qVXhPSDA
Canal+ Sport Poland,48,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9DSXNJblJ6SWpveE56Z3dNRFk0TWpNMU16RTVmUQ
Canal+ Sport 2 Poland,73,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJM015SXNJblJ6SWpveE56Z3dNRFk0TWpNNE1qUTVmUQ
Canal+ Sport 3 Poland,259,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJeU5Ua2lMQ0owY3lJNk1UYzRNREEyT0RJME1UWTBNMzA
Canal+ Sport 5 Poland,75,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJM05TSXNJblJ6SWpveE56Z3dNRFk0TWpRME56QTJmUQ
Canal+ Premium Poland,566,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5qWWlMQ0owY3lJNk1UYzRNREEyT0RJME56ZzVNMzA
Canal+ Family Poland,567,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5qY2lMQ0owY3lJNk1UYzRNREEyT0RJMU1Ea3dObjA
Canal+ Seriale Poland,570,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU56QWlMQ0owY3lJNk1UYzRNREEyT0RJMU16Y3dObjA
Canal+ Sport 1 Afrique,486,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9EWWlMQ0owY3lJNk1UYzRNREEyT0RJMU5qUTROSDA
Canal+ Sport 2 Afrique,487,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9EY2lMQ0owY3lJNk1UYzRNREEyT0RJMU9URTJOSDA
Canal+ Sport 3 Afrique,488,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9EZ2lMQ0owY3lJNk1UYzRNREEyT0RJMk1qUTNNWDA
Canal+ Sport 4 Afrique,489,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9Ea2lMQ0owY3lJNk1UYzRNREEyT0RJMk5UUXlNWDA
Canal+ Sport 5 Afrique,490,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJME9UQWlMQ0owY3lJNk1UYzRNREEyT0RJMk9EVTNOSDA
CANAL 9 Denmark,805,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJNE1EVWlMQ0owY3lJNk1UYzRNREEyT0RJM01USTROSDA
Combate Brasil,89,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJNE9TSXNJblJ6SWpveE56Z3dNRFk0TWpjME1UZ3hmUQ
Cosmote Sport 1 HD,622,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qSWlMQ0owY3lJNk1UYzRNREEyT0RJM05qazFNMzA
Cosmote Sport 2 HD,623,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qTWlMQ0owY3lJNk1UYzRNREEyT0RJNE1EZ3dPSDA
Cosmote Sport 3 HD,624,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qUWlMQ0owY3lJNk1UYzRNREEyT0RJNE16VXhObjA
Cosmote Sport 4 HD,625,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qVWlMQ0owY3lJNk1UYzRNREEyT0RJNE5qTTNPSDA
Cosmote Sport 5 HD,626,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qWWlMQ0owY3lJNk1UYzRNREEyT0RJNE9UVXdNWDA
Cosmote Sport 6 HD,627,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qY2lMQ0owY3lJNk1UYzRNREEyT0RJNU1qUTBNSDA
Cosmote Sport 7 HD,628,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qZ2lMQ0owY3lJNk1UYzRNREEyT0RJNU5UVXdNSDA
Cosmote Sport 8 HD,629,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk1qa2lMQ0owY3lJNk1UYzRNREEyT0RJNU9ERTROMzA
Cosmote Sport 9 HD,630,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMk16QWlMQ0owY3lJNk1UYzRNREEyT0RNd01UWTBNWDA
Channel 9 Israel,546,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5EWWlMQ0owY3lJNk1UYzRNREEyT0RNd05EVXlObjA
Channel 10 Israe,547,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5EY2lMQ0owY3lJNk1UYzRNREEyT0RNd056UXhOWDA
Channel 11 Israel,548,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5EZ2lMQ0owY3lJNk1UYzRNREEyT0RNeE1ETXlNWDA
Channel 12 Israel,549,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5Ea2lMQ0owY3lJNk1UYzRNREEyT0RNeE1qSXpPSDA
Channel 13 Israel,551,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5URWlMQ0owY3lJNk1UYzRNREEyT0RNeE5ERTFObjA
Channel 14 Israel,552,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJMU5USWlMQ0owY3lJNk1UYzRNREEyT0RNeE5UazNNbjA
C More First Sweden,812,"NETWORK ERROR: HTTPSConnectionPool(host='dami-tv.pro', port=443): Max retries exceeded with url: /papi/tv/resolve/812 (Caused by ConnectTimeoutError(<HTTPSConnection(host='dami-tv.pro', port=443) at 0x2089d77a710>, 'Connection to dami-tv.pro timed out. (connect timeout=15)'))"
C More Hits Sweden,813,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJNE1UTWlMQ0owY3lJNk1UYzRNREEyT0RNMU5UTTBPSDA
C More Series Sweden,814,https://dami-tv.pro/papi/tv/playlist/aHR0cHM6Ly9jaGF0LmNmYnUyNDcuc2JzL2FwaS9wcm94eS9wbGF5bGlzdD90b2tlbj1leUpqYUdGdWJtVnNTV1FpT2lJNE1UUWlMQ0owY3lJNk1UYzRNREEyT0RNMU9EUTJOWDA
